Date,Open,High,Low,Close,Adj Close,Volume
2016-03-28,40.582272,40.582272,40.582272,40.582272,40.582272,0
2016-03-29,40.582272,40.582272,40.582272,40.582272,40.582272,0
2016-03-30,41.187977,41.704315,41.178047,41.704315,41.704315,3700
2016-03-31,41.704315,41.704315,41.426289,41.426289,41.426289,600
2016-04-01,40.800724,40.800724,40.800724,40.800724,40.800724,100
2016-04-04,40.800724,40.800724,40.800724,40.800724,40.800724,0
2016-04-05,40.214878,41.734104,40.214878,40.800724,40.800724,1700
2016-04-06,41.058891,41.704315,40.770935,41.505726,41.505726,700
