Date,Open,High,Low,Close,Adj Close,Volume
2016-03-29,103.099998,103.349998,101.900002,102.400002,97.120506,624648
2016-03-30,102.900002,104.750000,102.750000,104.599998,99.207085,593457
2016-03-31,104.300003,104.699997,102.949997,103.000000,97.689575,562256
2016-04-01,102.300003,102.900002,101.150002,102.449997,97.167931,589447
2016-04-04,102.150002,103.949997,101.900002,103.849998,98.495750,512238
2016-04-05,102.599998,103.400002,102.400002,102.750000,97.452461,616977
2016-04-06,102.800003,104.150002,101.650002,104.099998,98.732849,514152
